video_id,title,url,upload_date,status,lang_used,char_count,file
fdZjAVIo7PI,歯医者が絶対言わない真実 　インプラントの真実　成功率95%以上なのに失敗する人の共通点について対談で解説します,https://www.youtube.com/watch?v=fdZjAVIo7PI,,スキップ(保存済み),,10116,歯医者が絶対言わない真実 　インプラントの真実　成功率95%以上なのに失敗する人の共通点について対談で解説します.txt
mgXoPt29jwA,歯医者が絶対言わない真実 その歯磨き全部間違いです 毎日やっているのに虫歯になる理由について対談で解説します,https://www.youtube.com/watch?v=mgXoPt29jwA,,スキップ(保存済み),,8038,歯医者が絶対言わない真実 その歯磨き全部間違いです 毎日やっているのに虫歯になる理由について対談で解説します.txt
F89JkFLSWqk,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選について対談形式でお伝えします,https://www.youtube.com/watch?v=F89JkFLSWqk,,スキップ(保存済み),,13575,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選について対談形式でお伝えします.txt
a28kkHl8Wa4,【笑気麻酔】導入しました！歯の治療が怖い方 インプラント治療など安心して治療を受けることができます,https://www.youtube.com/watch?v=a28kkHl8Wa4,,✅ 取得成功,ja(自動生成),2760,【笑気麻酔】導入しました！歯の治療が怖い方 インプラント治療など安心して治療を受けることができます.txt
ncmPqMjq1Bs,【ブルーラジカル治療】おすすめする理由　光で菌を撃退する痛みの少ない歯周病治療です,https://www.youtube.com/watch?v=ncmPqMjq1Bs,,✅ 取得成功,ja(自動生成),3137,【ブルーラジカル治療】おすすめする理由　光で菌を撃退する痛みの少ない歯周病治療です.txt
D1sa5dwyuhg,【歯医者が絶対言わない真実】虫歯になる人の共通点　実は歯みがきより食べ方が虫歯の最大の原因です,https://www.youtube.com/watch?v=D1sa5dwyuhg,,スキップ(保存済み),,8641,【歯医者が絶対言わない真実】虫歯になる人の共通点　実は歯みがきより食べ方が虫歯の最大の原因です.txt
45oul_cFLlg,歯医者が絶対言わない真実　歯医者選びの真実　コンビニより多い歯医者　どこを選ぶかで歯の寿命が変わる,https://www.youtube.com/watch?v=45oul_cFLlg,,✅ 取得成功,ja(自動生成),5166,歯医者が絶対言わない真実　歯医者選びの真実　コンビニより多い歯医者　どこを選ぶかで歯の寿命が変わる.txt
SvZy344yg_g,新人歯科衛生士3名を紹介します（岡山市北区のなかの歯科・矯正歯科クリニック）,https://www.youtube.com/watch?v=SvZy344yg_g,,✅ 取得成功,ja(自動生成),3243,新人歯科衛生士3名を紹介します（岡山市北区のなかの歯科・矯正歯科クリニック）.txt
O6rBuNTfof4,【歯医者が絶対言わない真実】その歯磨き全部間違いです　毎日やっているのに虫歯になる理由がわかります,https://www.youtube.com/watch?v=O6rBuNTfof4,,✅ 取得成功,ja(自動生成),3849,【歯医者が絶対言わない真実】その歯磨き全部間違いです　毎日やっているのに虫歯になる理由がわかります.txt
2iYnlg3W1Hc,【歯医者が絶対言わない真実】インプラント成功率95%以上なのに失敗する人の共通点とは？,https://www.youtube.com/watch?v=2iYnlg3W1Hc,,✅ 取得成功,ja(自動生成),3524,【歯医者が絶対言わない真実】インプラント成功率95%以上なのに失敗する人の共通点とは？.txt
sISswYblMdM,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選,https://www.youtube.com/watch?v=sISswYblMdM,,✅ 取得成功,ja(自動生成),4364,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選.txt
CBTy8MD6lTE,【歯医者が絶対言わない真実】日本人が歯を失う原因１位は虫歯ではありません　知らないと手遅れになる「歯周病」の真実,https://www.youtube.com/watch?v=CBTy8MD6lTE,,✅ 取得成功,ja(自動生成),3187,【歯医者が絶対言わない真実】日本人が歯を失う原因１位は虫歯ではありません　知らないと手遅れになる「歯周病」の真実.txt
RMhwZAM3a6o,９９％の人が知らない虫歯の予防法のポイントについて岡山の歯科が解説します,https://www.youtube.com/watch?v=RMhwZAM3a6o,,✅ 取得成功,ja(自動生成),2915,９９％の人が知らない虫歯の予防法のポイントについて岡山の歯科が解説します.txt
wFuGTZne0dk,歯周病の正しい予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=wFuGTZne0dk,,✅ 取得成功,ja(自動生成),4842,歯周病の正しい予防について岡山の歯科医師が解説します.txt
7tLkMJz3B2s,【歯周病】正しい予防法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=7tLkMJz3B2s,,✅ 取得成功,ja(自動生成),3033,【歯周病】正しい予防法について岡山の歯科医師が解説します.txt
3U7GPIHf6wE,９９％の人が知らない虫歯予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=3U7GPIHf6wE,,✅ 取得成功,ja(自動生成),2258,９９％の人が知らない虫歯予防について岡山の歯科医師が解説します.txt
JjdHy8z5f9o,【歯周病】にマウスウォッシュは？岡山の歯科医師が歯周病に効果のあるマウスウォッシュについて解説します,https://www.youtube.com/watch?v=JjdHy8z5f9o,,✅ 取得成功,ja(自動生成),2453,【歯周病】にマウスウォッシュは？岡山の歯科医師が歯周病に効果のあるマウスウォッシュについて解説します.txt
KFczd7Ks1DA,【歯科医師募集】本気で成長したい方へ！人生が変わる歯科医院,https://www.youtube.com/watch?v=KFczd7Ks1DA,,✅ 取得成功,ja(自動生成),4441,【歯科医師募集】本気で成長したい方へ！人生が変わる歯科医院.txt
Kr3KsgeyrCI,【保険が効く白い歯】CAD/CAM冠を入れる前に知ってほしい5つの事実,https://www.youtube.com/watch?v=Kr3KsgeyrCI,,✅ 取得成功,ja(自動生成),3349,【保険が効く白い歯】CAD_CAM冠を入れる前に知ってほしい5つの事実.txt
uaoMX-9FU3w,イラン・イスラエル紛争が歯科医院経営に及ぼす悪影響,https://www.youtube.com/watch?v=uaoMX-9FU3w,,✅ 取得成功,ja(自動生成),4759,イラン・イスラエル紛争が歯科医院経営に及ぼす悪影響.txt
dCH-jXpWCVU,Chino THE METHOD　美骨師の流田ひろこさんをご紹介します,https://www.youtube.com/watch?v=dCH-jXpWCVU,,✅ 取得成功,ja(自動生成),2386,Chino THE METHOD　美骨師の流田ひろこさんをご紹介します.txt
ygyORoiYKJc,痛みのない虫歯治療への道　歯医者が怖い方へ！,https://www.youtube.com/watch?v=ygyORoiYKJc,,✅ 取得成功,ja(自動生成),3689,痛みのない虫歯治療への道　歯医者が怖い方へ！.txt
RjnLJUq0SS0,歯の黄ばみでお悩みの方　原因別の治療法を岡山の歯科医師が解説します,https://www.youtube.com/watch?v=RjnLJUq0SS0,,✅ 取得成功,ja(自動生成),4965,歯の黄ばみでお悩みの方　原因別の治療法を岡山の歯科医師が解説します.txt
wtLv98KYnB8,【速報】２０２６年第１１９回歯科医師国家試験の合格率について,https://www.youtube.com/watch?v=wtLv98KYnB8,,✅ 取得成功,ja(自動生成),3361,【速報】２０２６年第１１９回歯科医師国家試験の合格率について.txt
wLzkPZalX8U,審美歯科とは？見た目と機能　両方を大切にする歯科治療について岡山に歯科医が解説します,https://www.youtube.com/watch?v=wLzkPZalX8U,,✅ 取得成功,ja(自動生成),3763,審美歯科とは？見た目と機能　両方を大切にする歯科治療について岡山に歯科医が解説します.txt
yOzdRgzeAeY,【抜歯】と歯医者で言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=yOzdRgzeAeY,,✅ 取得成功,ja(自動生成),4362,【抜歯】と歯医者で言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します.txt
sijvTPDaqeU,【テレビ出演】報道ステーションに出ました,https://www.youtube.com/watch?v=sijvTPDaqeU,,✅ 取得成功,ja(自動生成),3503,【テレビ出演】報道ステーションに出ました.txt
eoTuCLzV5g8,【イラン　イスラエル紛争】歯科医院経営に及ぼす悪影響について,https://www.youtube.com/watch?v=eoTuCLzV5g8,,✅ 取得成功,ja(自動生成),3112,【イラン　イスラエル紛争】歯科医院経営に及ぼす悪影響について.txt
27vKbQoCE7w,ドリルで削らない痛みのない最新虫歯治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=27vKbQoCE7w,,✅ 取得成功,ja(自動生成),4534,ドリルで削らない痛みのない最新虫歯治療について岡山の歯科医師が解説します.txt
hnPrlfQHuEo,【口臭】ケア対策について日本口臭学会の会員　岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hnPrlfQHuEo,,✅ 取得成功,ja(自動生成),1918,【口臭】ケア対策について日本口臭学会の会員　岡山の歯科医師が解説します.txt
VjISPTkf_Eo,【歯の黄ばみ】毎日磨いているのになぜ？原因別に白い歯を取り戻す方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=VjISPTkf_Eo,,✅ 取得成功,ja(自動生成),3522,【歯の黄ばみ】毎日磨いているのになぜ？原因別に白い歯を取り戻す方法について岡山の歯科医師が解説します.txt
9CJGHmYwMjM,【審美歯科】お口元で年齢は変わる！将来を考えた歯科治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=9CJGHmYwMjM,,✅ 取得成功,ja(自動生成),3756,【審美歯科】お口元で年齢は変わる！将来を考えた歯科治療について岡山の歯科医師が解説します.txt
Z2ukFo9JiBw,【歯の寿命を延ばす】セラミック治療の真実｜銀歯のリスクと後悔しない選択肢を岡山の歯科医師が解説,https://www.youtube.com/watch?v=Z2ukFo9JiBw,,✅ 取得成功,ja(自動生成),2192,【歯の寿命を延ばす】セラミック治療の真実｜銀歯のリスクと後悔しない選択肢を岡山の歯科医師が解説.txt
UEgUywSiS58,親知らず　放置して顔が腫れて大変なことに！,https://www.youtube.com/watch?v=UEgUywSiS58,,✅ 取得成功,ja(自動生成),1726,親知らず　放置して顔が腫れて大変なことに！.txt
JvzmIG15hoc,たかが虫歯・されど虫歯,https://www.youtube.com/watch?v=JvzmIG15hoc,,✅ 取得成功,ja(自動生成),3542,たかが虫歯・されど虫歯.txt
YJ2W5WFyNMY,【震災の教訓】避難所で命を落とさないために！岡山の歯科医が教える「災害時のお口のケア」,https://www.youtube.com/watch?v=YJ2W5WFyNMY,,✅ 取得成功,ja(自動生成),3405,【震災の教訓】避難所で命を落とさないために！岡山の歯科医が教える「災害時のお口のケア」.txt
zTVS-KdSDIw,【抜歯】と言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=zTVS-KdSDIw,,✅ 取得成功,ja(自動生成),2982,【抜歯】と言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します.txt
Sh1vg8X4OWI,【舌がん】の恐怖！口内炎じゃないかも知れません？　岡山の歯科医師が舌がんの早期発見について解説します,https://www.youtube.com/watch?v=Sh1vg8X4OWI,,✅ 取得成功,ja(自動生成),1764,【舌がん】の恐怖！口内炎じゃないかも知れません？　岡山の歯科医師が舌がんの早期発見について解説します.txt
hOn4hDHYQVw,大切な歯を失ったらインプラント　入れ歯　ブリッジ　それぞれのメリット・デメリットについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hOn4hDHYQVw,,✅ 取得成功,ja(自動生成),4057,大切な歯を失ったらインプラント　入れ歯　ブリッジ　それぞれのメリット・デメリットについて岡山の歯科医師が解説します.txt
2AEgVdf_03k,【ホワイトニング】輝く白い歯を！岡山の歯科医師が正しいホワイトニングについて解説します,https://www.youtube.com/watch?v=2AEgVdf_03k,,✅ 取得成功,ja(自動生成),2227,【ホワイトニング】輝く白い歯を！岡山の歯科医師が正しいホワイトニングについて解説します.txt
QMGaZML_3KQ,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が対談形式で解説します,https://www.youtube.com/watch?v=QMGaZML_3KQ,,✅ 取得成功,ja(自動生成),5083,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が対談形式で解説します.txt
CAwSsj9ZSK8,災害時にこそ大切なお口のケア　誤嚥性肺炎を防ぐためにできることについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=CAwSsj9ZSK8,,✅ 取得成功,ja(自動生成),3509,災害時にこそ大切なお口のケア　誤嚥性肺炎を防ぐためにできることについて岡山の歯科医師が解説します.txt
G3Y3pZqvFZI,【虫歯は削らない！】歯が再生する最新研究　痛くない未来の治療,https://www.youtube.com/watch?v=G3Y3pZqvFZI,,✅ 取得成功,ja(自動生成),3387,【虫歯は削らない！】歯が再生する最新研究　痛くない未来の治療.txt
CDvYyZLfwPE,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=CDvYyZLfwPE,,✅ 取得成功,ja(自動生成),3827,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が解説します.txt
GqBfV6iMXsg,インプラント治療のメリット・デメリット　岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=GqBfV6iMXsg,,✅ 取得成功,ja(自動生成),3880,インプラント治療のメリット・デメリット　岡山の歯科医師が徹底解説します.txt
-Zj3XnoK0Mk,始めるタイミングが大事　こどもの矯正治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=-Zj3XnoK0Mk,,✅ 取得成功,ja(自動生成),6056,始めるタイミングが大事　こどもの矯正治療について岡山の歯科医師が解説します.txt
JFNUvAafO2w,人は口から衰える！あなたのお口は大丈夫ですか？岡山の歯科医師が５つのポイントについて解説します,https://www.youtube.com/watch?v=JFNUvAafO2w,,✅ 取得成功,ja(自動生成),3700,人は口から衰える！あなたのお口は大丈夫ですか？岡山の歯科医師が５つのポイントについて解説します.txt
1iAAWMYBwBo,【マウスピース矯正】こっそり歯並びを治したいあなたへ！岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=1iAAWMYBwBo,,✅ 取得成功,ja(自動生成),3369,【マウスピース矯正】こっそり歯並びを治したいあなたへ！岡山の歯科医師が徹底解説します.txt
fKbL9ojkpe8,保険治療と自費治療の違いについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=fKbL9ojkpe8,,✅ 取得成功,ja(自動生成),3429,保険治療と自費治療の違いについて岡山の歯科医師が解説します.txt
gsvLJw-TrZk,あなたは骨が無いからインプラントは出来ませんと言われたら,https://www.youtube.com/watch?v=gsvLJw-TrZk,,✅ 取得成功,ja(自動生成),2772,あなたは骨が無いからインプラントは出来ませんと言われたら.txt
sjibQOcajnw,テレビ朝日系の番組「報道ステーション」 に出演しました,https://www.youtube.com/watch?v=sjibQOcajnw,,✅ 取得成功,ja(自動生成),1982,テレビ朝日系の番組「報道ステーション」 に出演しました.txt
1NojOjqPTWg,インプラント前に必ず聞いてほしい3つの質問,https://www.youtube.com/watch?v=1NojOjqPTWg,,✅ 取得成功,ja(自動生成),4148,インプラント前に必ず聞いてほしい3つの質問.txt
P_G_FTfrh20,求職者の皆さまにお伝えしたい「岡山なかの歯科・矯正歯科クリニック」が働きやすい５つの理由,https://www.youtube.com/watch?v=P_G_FTfrh20,,✅ 取得成功,ja(自動生成),3621,求職者の皆さまにお伝えしたい「岡山なかの歯科・矯正歯科クリニック」が働きやすい５つの理由.txt
jxGWbLaI3mo,「銀歯を入れるほど歯医者は赤字？」金・銀高騰で歯科医院が悲鳴を上げる？,https://www.youtube.com/watch?v=jxGWbLaI3mo,,✅ 取得成功,ja(自動生成),3882,「銀歯を入れるほど歯医者は赤字？」金・銀高騰で歯科医院が悲鳴を上げる？.txt
Nfx1MuH8NeI,歯医者でHow Much？高額機器のお値段あなたは知っていますか！？,https://www.youtube.com/watch?v=Nfx1MuH8NeI,,✅ 取得成功,ja(自動生成),5443,歯医者でHow Much？高額機器のお値段あなたは知っていますか！？.txt
ki19ahGzuFk,口内崩壊！人は口から衰える？岡山の歯科医師がお口の中の健康の大切さについて解説します,https://www.youtube.com/watch?v=ki19ahGzuFk,,✅ 取得成功,ja(自動生成),2943,口内崩壊！人は口から衰える？岡山の歯科医師がお口の中の健康の大切さについて解説します.txt
Yaqt6F-W6as,なかの歯科・矯正歯科クリニック　２０２６年の目標　原点回帰,https://www.youtube.com/watch?v=Yaqt6F-W6as,,✅ 取得成功,ja(自動生成),1216,なかの歯科・矯正歯科クリニック　２０２６年の目標　原点回帰.txt
UB8Ito-Jv60,こどもの歯科矯正　はじめるタイミングが大事　岡山の歯科医師が解説します,https://www.youtube.com/watch?v=UB8Ito-Jv60,,✅ 取得成功,ja(自動生成),2779,こどもの歯科矯正　はじめるタイミングが大事　岡山の歯科医師が解説します.txt
tgEgQIG2GX4,2026年が素敵な1年になりますように！なかの歯科・矯正歯科クリニック院長からスタッフへのビデオレター,https://www.youtube.com/watch?v=tgEgQIG2GX4,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
R2737eJNep4,2025年を振り返って【岡山なかの歯科・矯正歯科クリニック】,https://www.youtube.com/watch?v=R2737eJNep4,,✅ 取得成功,ja(自動生成),4204,2025年を振り返って【岡山なかの歯科・矯正歯科クリニック】.txt
RTWQx62f2S4,歯の定期健診のススメ　なぜ痛くもないのにメンテナンス来院が必要なのか？岡山の歯科医師がマンガで分かりやすく解説します,https://www.youtube.com/watch?v=RTWQx62f2S4,,✅ 取得成功,ja(自動生成),2249,歯の定期健診のススメ　なぜ痛くもないのにメンテナンス来院が必要なのか？岡山の歯科医師がマンガで分かりやすく解説します.txt
mcqAtPCyzKU,小児矯正はいつから？親ができる準備について解説します,https://www.youtube.com/watch?v=mcqAtPCyzKU,,✅ 取得成功,ja(自動生成),4302,小児矯正はいつから？親ができる準備について解説します.txt
fbAVlPbNZdo,ニューヨークに行って来ました　Greater New York歯科展示会へ！,https://www.youtube.com/watch?v=fbAVlPbNZdo,,✅ 取得成功,ja(自動生成),4992,ニューヨークに行って来ました　Greater New York歯科展示会へ！.txt
Fx2Jtaf8XrU,歯科の〇✖クイズ【上級？編】あなたは何問正解できますか？,https://www.youtube.com/watch?v=Fx2Jtaf8XrU,,✅ 取得成功,ja(自動生成),4705,歯科の〇✖クイズ【上級？編】あなたは何問正解できますか？.txt
Wohfvxzjs3I,インプラント　ブリッジ　入れ歯　後悔しない選び方,https://www.youtube.com/watch?v=Wohfvxzjs3I,,✅ 取得成功,ja(自動生成),3391,インプラント　ブリッジ　入れ歯　後悔しない選び方.txt
9rGxmIbtwi0,【求人】なかの歯科・矯正歯科クリニックが働きやすい５つの理由についてアニメでお伝えします,https://www.youtube.com/watch?v=9rGxmIbtwi0,,✅ 取得成功,ja(自動生成),1054,【求人】なかの歯科・矯正歯科クリニックが働きやすい５つの理由についてアニメでお伝えします.txt
Y4lMX7RvmxM,【ブルーラジカル】世界初の歯周病治療器を導入　治療を始めました,https://www.youtube.com/watch?v=Y4lMX7RvmxM,,✅ 取得成功,ja(自動生成),2838,【ブルーラジカル】世界初の歯周病治療器を導入　治療を始めました.txt
GI-DE2MJMlI,なかの歯科・矯正歯科クリニックが選ばれる５つの理由についてアニメでお伝えします,https://www.youtube.com/watch?v=GI-DE2MJMlI,,✅ 取得成功,ja(自動生成),1172,なかの歯科・矯正歯科クリニックが選ばれる５つの理由についてアニメでお伝えします.txt
QmEGv97M0wk,歯科の〇✖クイズ【初級・中級編】あなたは何問正解できますか？,https://www.youtube.com/watch?v=QmEGv97M0wk,,✅ 取得成功,ja(自動生成),3450,歯科の〇✖クイズ【初級・中級編】あなたは何問正解できますか？.txt
S8D2z-hc2XQ,世にも恐ろしい感染症のお話　誤嚥性肺炎について対談で解説します,https://www.youtube.com/watch?v=S8D2z-hc2XQ,,✅ 取得成功,ja(自動生成),3145,世にも恐ろしい感染症のお話　誤嚥性肺炎について対談で解説します.txt
-c1UcLYIpcE,歯を失うと介護が必要になる！衝撃のデータを公開します,https://www.youtube.com/watch?v=-c1UcLYIpcE,,✅ 取得成功,ja(自動生成),3494,歯を失うと介護が必要になる！衝撃のデータを公開します.txt
0l7rnTd37xc,歯磨きだけじゃ取れない歯石【隠れ歯石】の恐怖について！,https://www.youtube.com/watch?v=0l7rnTd37xc,,✅ 取得成功,ja(自動生成),3057,歯磨きだけじゃ取れない歯石【隠れ歯石】の恐怖について！.txt
AUfs5KQafDI,常識逆転！自宅で虫歯を治す方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=AUfs5KQafDI,,✅ 取得成功,ja(自動生成),2842,常識逆転！自宅で虫歯を治す方法について岡山の歯科医師が解説します.txt
sY5ymC_LckU,インプラント・ブリッジ・入れ歯　歯を失ったときの後悔しない治療法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=sY5ymC_LckU,,✅ 取得成功,ja(自動生成),4046,インプラント・ブリッジ・入れ歯　歯を失ったときの後悔しない治療法について岡山の歯科医師が解説します.txt
_j6bl1bH7UU,大人のマウスピース矯正　もう遅い？今さら・・・とお考えの方に！,https://www.youtube.com/watch?v=_j6bl1bH7UU,,✅ 取得成功,ja(自動生成),3776,大人のマウスピース矯正　もう遅い？今さら・・・とお考えの方に！.txt
XCwB-xxxPBs,世にも恐ろしい感染症のお話　誤嚥性肺炎について解説します,https://www.youtube.com/watch?v=XCwB-xxxPBs,,✅ 取得成功,ja(自動生成),2353,世にも恐ろしい感染症のお話　誤嚥性肺炎について解説します.txt
NM5S5s0ghSg,【虫歯】自宅でを治す？新常識について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=NM5S5s0ghSg,,✅ 取得成功,ja(自動生成),5321,【虫歯】自宅でを治す？新常識について岡山の歯科医師が解説します.txt
maA8_OudnLA,NHK「所さん！事件ですよ」で取材された【埋蔵金？】銀歯が売れる！,https://www.youtube.com/watch?v=maA8_OudnLA,,✅ 取得成功,ja(自動生成),2489,NHK「所さん！事件ですよ」で取材された【埋蔵金？】銀歯が売れる！.txt
hyFgObJYRgA,【隠れ歯石】見えない歯石が命を奪う！？歯周病の原因と予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hyFgObJYRgA,,✅ 取得成功,ja(自動生成),2030,【隠れ歯石】見えない歯石が命を奪う！？歯周病の原因と予防について岡山の歯科医師が解説します.txt
qNSxBPCiDkM,【インプラント】人生を変える新時代の治療法について解説します,https://www.youtube.com/watch?v=qNSxBPCiDkM,,✅ 取得成功,ja(自動生成),3246,【インプラント】人生を変える新時代の治療法について解説します.txt
Qqbl8sTGhIc,歯を失うと介護リスク１５.６倍！岡山の現役歯科医師が健康に長生きするための秘訣をお話します,https://www.youtube.com/watch?v=Qqbl8sTGhIc,,✅ 取得成功,ja(自動生成),2682,歯を失うと介護リスク１５.６倍！岡山の現役歯科医師が健康に長生きするための秘訣をお話します.txt
gvGW4mqmQZ0,後悔しないためのセラミック治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=gvGW4mqmQZ0,,✅ 取得成功,ja(自動生成),2192,後悔しないためのセラミック治療について岡山の歯科医師が解説します.txt
lVFjqzYzfUY,【歯周病】静かに進む沈黙の病気　気がつけば歯が抜ける？治療法と日々のケアについて解説します,https://www.youtube.com/watch?v=lVFjqzYzfUY,,✅ 取得成功,ja(自動生成),2569,【歯周病】静かに進む沈黙の病気　気がつけば歯が抜ける？治療法と日々のケアについて解説します.txt
Hg2hdBoPwPY,朝起きたら顎が痛い！歯がボロボロになる歯ぎしりの恐怖,https://www.youtube.com/watch?v=Hg2hdBoPwPY,,✅ 取得成功,ja(自動生成),2943,朝起きたら顎が痛い！歯がボロボロになる歯ぎしりの恐怖.txt
m-gC9Ge1qlw,【親知らず】放置して顔が腫れて激痛,https://www.youtube.com/watch?v=m-gC9Ge1qlw,,✅ 取得成功,ja(自動生成),1832,【親知らず】放置して顔が腫れて激痛.txt
qzxc_Vuzrwk,インプラント周囲炎になると・・・岡山の歯科医師が予防法について解説します,https://www.youtube.com/watch?v=qzxc_Vuzrwk,,✅ 取得成功,ja(自動生成),4214,インプラント周囲炎になると・・・岡山の歯科医師が予防法について解説します.txt
e3ld5zTTWs8,歯科医師が本音で語る「おすすめしない歯科治療」,https://www.youtube.com/watch?v=e3ld5zTTWs8,,✅ 取得成功,ja(自動生成),4424,歯科医師が本音で語る「おすすめしない歯科治療」.txt
YzMu9doUn8g,たかが虫歯・されど虫歯放置するとどうなる？ 岡山の歯科医師が虫歯の進行について解説します,https://www.youtube.com/watch?v=YzMu9doUn8g,,✅ 取得成功,ja(自動生成),2966,たかが虫歯・されど虫歯放置するとどうなる？ 岡山の歯科医師が虫歯の進行について解説します.txt
argEaEG8o98,【歯とお口の定期検診】についてアニメで解説します,https://www.youtube.com/watch?v=argEaEG8o98,,✅ 取得成功,ja(自動生成),678,【歯とお口の定期検診】についてアニメで解説します.txt
